Par,1382057,1419636,2801693,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Caeté,60668.0,60477.0,121145.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Augusto Corrêa,2120.0,2662.0,4782.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Bonito,1203.0,1133.0,2336.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Bragança,16670.0,17512.0,34182.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Cachoeira do Piriá,1051.0,1427.0,2478.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Capanema,20438.0,19164.0,39602.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Nova Timboteua,1686.0,1205.0,2891.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Peixe-Boi,938.0,859.0,1797.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Primavera,1027.0,935.0,1962.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Quatipuru,708.0,535.0,1243.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Salinópolis,7443.0,6392.0,13835.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Santa Luzia do Pará,2149.0,2023.0,4172.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Santarém Novo,511.0,505.0,1016.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
São João de Pirabas,1391.0,1349.0,2740.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Tracuateua,1739.0,1859.0,3598.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Viseu,1594.0,2917.0,4511.0,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Fonte: DETRAN,,,,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
Elaboração: FAPESPA,,,,9 Rio Caeté,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri rio caeté.xlsx,Rio Caeté
