EstadoMunicpios,_Participao_PIB_Estadual,_Participao_VA_Agropecuria_Estadual,_Participao_VA_Industrial_Estadual,_Participao_VA_Servios_Estadual_Exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica_Estadual,_Participao_VA_Total_Estadual,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,100.0,100.0,100.0,100.0,100.0,100.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
RI Rio Caeté,2379702104146212.0,4001530664303685.0,5039132480648374.0,2841975834332933.0,5834117687471577.0,2.3704736753317156e+16,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Augusto Corrêa,1381734443437732.0,2.773876384036756e+16,1.12714752727911e+16,8731153117761160.0,5408699759322915.0,1.463542712060326e+16,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Bonito,7857230345816270.0,1.12255066563157e+16,479191942043808.0,3.95887652673669e+16,1619899916421606.0,710620486749187.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Bragança,528103578963241.0,7646937412837451.0,6520673292224190.0,71847234138695.0,1.3906646239819248e+16,5315109450158385.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Cachoeira do Piriá,8647770337475860.0,1792293768210387.0,5682562528049100.0,4367169385806380.0,3.613699557746986e+16,9235488418138090.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Capanema,5426443792661125.0,594037036367661.0,1.180454611301496e+16,1034527506995032.0,6928074972506192.0,5084703656094026.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Nova Timboteua,5.60433634592019e+16,1.16622897488695e+16,4673785516981400.0,5593359911806500.0,1.719413902544582e+16,5.75077308653496e+16,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Peixe-Boi,2747769412434800.0,7943322288621580.0,2.0667360583174e+16,1.7644494126821e+16,9300524673945090.0,2.91467814320002e+16,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Primavera,1.223141916435314e+16,2149408152163780.0,1460459324773458.0,5.19066700745407e+16,1429241125819106.0,1.075401661265859e+16,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Quatipuru,4592759650449450.0,1528298910084728.0,2.7495480080999e+16,2.57532582129564e+16,1.531820004261374e+16,4903655962197190.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Salinópolis,2.43994210816999e+16,8810961716263090.0,5283903273229610.0,4654801431074931.0,4.671430168898294e+16,2362462908366508.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Santa Luzia do Pará,745133228957711.0,1.689126083627488e+16,5181378265858900.0,6149052240923870.0,2.534896720325058e+16,7802923099914870.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Santarém Novo,2.28069933102559e+16,4.81744791748815e+16,1781525163562200.0,1.23959946435031e+16,925364166388471.0,2435844582549110.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
São João de Pirabas,6920335879894000.0,1.306907107472769e+16,5983366149453600.0,5.10162377337745e+16,2592370868991913.0,7265997286496060.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Tracuateua,1.084055242905831e+16,3384819920004246.0,1.66121485394564e+16,5.45010449474494e+16,3.574852707578462e+16,1.158151943468395e+16,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Viseu,2.350444388960383e+16,9291783045114220.0,1785436909585260.0,1222820312740662.0,6954714296697051.0,2503807877251432.0,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Fonte: FAPESPA/IBGE,,,,,,,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
Elaboração: FAPESPA,,,,,,,9 Rio Caeté,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri rio caete.xlsx,Rio Caeté
