Par,9274,290432,1084062,45449,148884,233792,17516,1213359,152720,4610,96067,161718,1192224,3751973,7307684,127,2802,12167,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Rio Caeté,14,202,697,2125,6206,11692,0,0,0,325,4369,5701,0,0,0,0,0,0,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,353247.0
Augusto Corrêa,3,38,148,30,36,66,-,-,-,25,419,629,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,19932.0
Bonito,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,9000.0
Bragança,4,44,174,70,98,181,-,-,-,50,900,968,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,63240.0
Cachoeira do Piriá,-,-,-,65,59,97,-,-,-,15,210,263,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,7424.0
Capanema,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,82496.0
Nova Timboteua,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,28500.0
Peixe-Boi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,7092.0
Primavera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,2040.0
Quatipuru,5,100,295,-,-,-,-,-,-,80,560,692,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,5298.0
Salinópolis,2,20,80,25,13,15,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,3600.0
Santa Luzia do Pará,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,10625.0
Santarém Novo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,6600.0
São João de Pirabas,-,-,-,-,-,-,-,-,-,60,960,960,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,1916.0
Tracuateua,-,-,-,5,6,10,-,-,-,35,570,824,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,37980.0
Viseu,-,-,-,1930,5994,11323,-,-,-,60,750,1365,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,67504.0
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,3966227,
RI Rio Caeté,14,202,697,2125,6206,11692,0,0,0,325,4369,5701,0,0,0,0,0,0,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,235381.0
Augusto Corrêa,3,38,148,30,36,66,-,-,-,25,419,629,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,13527.0
Bonito,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,5648.0
Bragança,4,44,174,70,98,181,-,-,-,50,900,968,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,37873.0
Cachoeira do Piriá,-,-,-,65,59,97,-,-,-,15,210,263,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,4877.0
Capanema,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,59562.0
Nova Timboteua,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,17699.0
Peixe-Boi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,4362.0
Primavera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,1236.0
Quatipuru,5,100,295,-,-,-,-,-,-,80,560,692,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,3295.0
Salinópolis,2,20,80,25,13,15,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,3290.0
Santa Luzia do Pará,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,7225.0
Santarém Novo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,4281.0
São João de Pirabas,-,-,-,-,-,-,-,-,-,60,960,960,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,1178.0
Tracuateua,-,-,-,5,6,10,-,-,-,35,570,824,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,25660.0
Viseu,-,-,-,1930,5994,11323,-,-,-,60,750,1365,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,45668.0
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,4640906,
RI Rio Caeté,14,202,697,2125,6206,11692,0,0,0,325,4369,5701,0,0,0,0,0,0,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,477562,2850.0
Augusto Corrêa,3,38,148,30,36,66,-,-,-,25,419,629,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,477562,60.0
Bonito,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,477562,70.0
Bragança,4,44,174,70,98,181,-,-,-,50,900,968,-,-,-,-,-,-,9 Rio Caeté,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri caete.xlsx",Rio Caeté,477562,400.0
