EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,161.0
RI Rio Caeté,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,1442857142857143.0
Augusto Corrêa,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,161.0
Bonito,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,146.0
Bragança,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,118.0
Cachoeira do Piriá,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,166.0
Capanema,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,178.0
Nova Timboteua,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,133.0
Peixe-Boi,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,154.0
Primavera,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,136.0
Quatipuru,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,145.0
Salinópolis,9 Rio Caeté,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio caete.xlsx,Rio Caeté,Creche,149.0
