Par,1445663,839050,606613,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Caeté,59071.0,31160.0,27911.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Augusto Corrêa,3188.0,1466.0,1722.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Bonito,1498.0,1104.0,394.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Bragança,9200.0,4959.0,4241.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Cachoeira do Piriá,1431.0,624.0,807.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Capanema,10626.0,6121.0,4505.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Nova Timboteua,1892.0,858.0,1034.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Peixe-Boi,630.0,418.0,212.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Primavera,1197.0,723.0,474.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
Quatipuru,985.0,517.0,468.0,9 Rio Caeté,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri rio caete.xlsx,Rio Caeté
