Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Rio Caeté,90,175,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,59071.0
Augusto Corrêa,-,5,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,3188.0
Bonito,-,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,1498.0
Bragança,-,27,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,9200.0
Cachoeira do Piriá,13,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,1431.0
Capanema,-,42,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,10626.0
Nova Timboteua,1,5,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,1892.0
Peixe-Boi,-,6,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,630.0
Primavera,-,46,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,1197.0
Quatipuru,-,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,985.0
Salinópolis,-,41,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,6153.0
Santa Luzia do Pará,-,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,778.0
Santarém Novo,-,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,777.0
São João de Pirabas,-,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,1262.0
Tracuateua,75,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,1960.0
Viseu,1,3,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,17494.0
Fonte: MTE-RAIS,,,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,
Elaboração: FAPESPA,,,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,1445663,
RI Rio Caeté,90,175,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,117832,2353.0
Augusto Corrêa,-,5,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,117832,14.0
Bonito,-,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,117832,121.0
Bragança,-,27,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,117832,1050.0
Cachoeira do Piriá,13,-,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,117832,1.0
Capanema,-,42,9 Rio Caeté,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete,..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio caete.xlsx,Rio Caeté,117832,703.0
