Par,45314,52299630230049585,5921790175221786,4072251401332922,005958423445292845,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,2693.0,5.652243266841293e+16,6442629038247308.0,3542517638321574.0,1.485332343111771e+16,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Baixo Amazonas,3992.0,4752296089950775.0,6.037074148296593e+16,3962925851703407.0,0.0,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Carajás,3668.0,4411241208785922.0,6368593238822247.0,3.620501635768812e+16,1.09051254089422e+16,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Guajará,13900.0,6569476228421161.0,5.341007194244605e+16,4656115107913669.0,2.87769784172661e+16,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Guamá,4052.0,5.7796460038141096e+16,5.9304047384007896e+16,4.0695952615992104e+16,0.0,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Lago de Tucuruí,1819.0,5.35950524017596e+16,6140736668499175.0,3831775700934579.0,2748763056624519.0,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Marajó,2116.0,3.3553588220089976e+16,6.12476370510397e+16,3.87523629489603e+16,0.0,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Rio Caeté,2899.0,5561748065666614.0,6057261124525698.0,3942738875474301.0,0.0,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Rio Capim,3069.0,4699616557840963.0,6083414793092212.0,3.9100684261974584e+16,6516780710329090.0,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
Tapajós,1414.0,5268060057374912.0,6463932107496464.0,3536067892503536.0,0.0,1 Pará,14,Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,20,Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 14 - Taxas de Mortalidade Geral e Percentual de Mortes por sexo - 2024 para.xlsx,RIS
