Par,1382057,1419636,2801693,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,95324.0,169113.0,264437.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Baixo Amazonas,102329.0,110405.0,212734.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Carajás,211359.0,186979.0,398338.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Guajará,471654.0,341466.0,813120.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Guamá,115916.0,104766.0,220682.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Lago de Tucuruí,51260.0,79573.0,130833.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Marajó,8566.0,26091.0,34657.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Rio Caeté,60668.0,60477.0,121145.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Rio Capim,85369.0,94923.0,180292.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Tapajós,44664.0,55946.0,100610.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Tocantins,73450.0,109970.0,183420.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Xingu,61498.0,79927.0,141425.0,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Fonte: DETRAN,,,,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
Elaboração: FAPESPA,,,,1 Pará,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 Pará.xlsx,RIS
