EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,4373481.0
Araguaia,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,244612.0
Baixo Amazonas,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,429228.0
Carajás,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,427834.0
Guajará,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,1007376.0
Guamá,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,356209.0
Lago de Tucuruí,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,172054.0
Marajó,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,331036.0
Rio Caeté,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,266433.0
Rio Capim,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,332267.0
Tapajós,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,139548.0
Tocantins,1 Pará,2,População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,20,Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 2 - População_Por_Sexo_e_Razão_de_Sexo_-_2025_Pará.xlsx,RIS,Masculino,447112.0
