Par,118515,09770915074041261,17936126228747415,28677382609796226,24599417795215793,1656330422309412,870185208623381,25439817744589295,00008437750495717842,27655302109597697,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,6981.0,1.2462397937258274e+16,190946855751325.0,3.0998424294513684e+16,2.4953445065176908e+16,1.5141097264002292e+16,6933104139808051.0,1633003867640739.0,0.0,3.436471556182417e+16,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Baixo Amazonas,13667.0,1.0755835223531134e+16,1846052535304017.0,2752615789858784.0,2.437989317333724e+16,1658008341259969.0,9029048071998244.0,2.9487085680837052e+16,0.0,3943501008910555.0,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Carajás,12405.0,8383716243450221.0,1588875453446191.0,2722289399435711.0,2.5908907698508664e+16,1.803305118903668e+16,9552599758162032.0,2555421201128577.0,0.0,2.878972281819144e+16,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Guajará,22295.0,4933841668535546.0,1.1612469163489572e+16,2.6351199820587572e+16,2584435972191074.0,2.0143529939448308e+16,1.1890558421170668e+16,3.664498766539583e+16,0.0,1599643830411098.0,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Guamá,8529.0,6214093094149373.0,1652010786727635.0,3.0085590338843944e+16,2.4938445304256068e+16,1.7340837143862116e+16,8418337436979716.0,2075272599366866.0,0.0,3.0425870905073736e+16,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Lago de Tucuruí,4788.0,1.1069340016708438e+16,2.3015873015873016e+16,2.9761904761904764e+16,2.328738512949039e+16,1.3784461152882204e+16,7121971595655806.0,1921470342522974.0,0.0,2390415943570509.0,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Marajó,11390.0,1.589113257243196e+16,2366110623353819.0,3.0184372256365236e+16,2.1237928007023704e+16,1.3599648814749782e+16,7.058823529411765e+16,266900790166813.0,0.0,232448983798818.0,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Rio Caeté,6784.0,1.1497641509433962e+16,2106426886792453.0,3.010023584905661e+16,2379127358490566.0,1.4489976415094338e+16,7340801886792453.0,2063679245283019.0,0.0,3296760219400313.0,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Rio Capim,8936.0,1.0743061772605194e+16,1.9650850492390332e+16,2.890555058191585e+16,2.4059982094897044e+16,1.6260071620411818e+16,7934198746642792.0,2.1150402864816476e+16,0.0,2.600178858003896e+16,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
Tapajós,4270.0,1.2412177985948478e+16,2.1194379391100704e+16,3.0936768149882904e+16,2449648711943794.0,1.3981264637002342e+16,6323185011709602.0,1.8266978922716628e+16,0.0,4734175328788048.0,1 Pará,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 para.xlsx,RIS
