Par,col,191,101220,12640,114051,73,407,221043,28312,249835,2079,136328,1036295,130742,1305444,8585,312964,133,29064,350746,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,-,-,10089.0,451.0,10540.0,-,-,14016.0,1279.0,15295.0,-,1317,65178.0,6585.0,73080.0,207.0,15027.0,-,1215.0,16449.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Baixo Amazonas,-,-,9810.0,1088.0,10898.0,-,-,26943.0,2407.0,29350.0,-,6132,126676.0,9230.0,142038.0,810.0,37736.0,-,1373.0,39919.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Carajás,-,-,10161.0,1538.0,11699.0,-,76,23193.0,3643.0,26912.0,-,416,110431.0,16967.0,127814.0,1058.0,31450.0,-,2991.0,35499.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Guajará,-,191,11389.0,6219.0,17799.0,73,294,23690.0,13724.0,37781.0,2079,87317,94299.0,60626.0,244321.0,2496.0,63025.0,133,15612.0,81266.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Guamá,-,-,7011.0,983.0,7994.0,-,-,17630.0,2399.0,20029.0,-,11707,76612.0,11433.0,99752.0,462.0,26040.0,-,2233.0,28735.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Lago de Tucuruí,-,-,5466.0,185.0,5651.0,-,-,9670.0,440.0,10110.0,-,-,50102.0,3071.0,53173.0,502.0,12308.0,-,655.0,13465.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Marajó,-,-,7809.0,39.0,7848.0,-,-,24873.0,22.0,24895.0,-,2937,129196.0,271.0,132404.0,384.0,23318.0,-,79.0,23781.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Rio Caeté,-,-,5547.0,242.0,5789.0,-,-,14206.0,712.0,14918.0,-,13668,62053.0,4052.0,79773.0,556.0,21606.0,-,885.0,23047.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Rio Capim,-,-,10446.0,438.0,10884.0,-,37,18769.0,941.0,19747.0,-,4520,87167.0,5016.0,96703.0,733.0,25426.0,-,888.0,27047.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
Tapajós,-,-,4796.0,314.0,5110.0,-,-,8667.0,311.0,8978.0,-,-,39871.0,2190.0,42061.0,325.0,8021.0,-,565.0,8911.0,1 Pará,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 para.xlsx",RIS
