tema;indicador;ri;localidade;nivel1;nivel2;nivel3;ano;valor
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guajará;Total;-;-;2023;534220,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guajará;Total;-;-;2024;579112,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2015;59611,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2016;64145,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2017;62786,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2018;65543,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2019;66179,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2021;72634,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2023;85041,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Guamá;Total;-;-;2024;90117,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2015;32664,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2016;29571,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2017;30309,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2018;28947,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2019;31598,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2021;28050,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2023;33661,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Lago de Tucuruí;Total;-;-;2024;34414,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2015;25130,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2016;19881,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2017;26696,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2018;28074,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2019;28254,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2021;29017,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2023;41550,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Marajó;Total;-;-;2024;44051,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2015;32827,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2016;28915,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2017;31054,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2018;32307,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2019;32913,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2021;36310,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2023;57894,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Caeté;Total;-;-;2024;59071,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2015;60159,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2016;56638,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2017;59605,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2018;56573,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2019;58452,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2021;63145,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2023;81876,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Rio Capim;Total;-;-;2024;86010,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2015;19247,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2016;18575,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2017;19235,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2018;19331,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2019;19825,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2021;23659,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2023;31991,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tapajós;Total;-;-;2024;32822,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2015;73469,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2016;63829,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2017;74317,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2018;77066,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2019;73684,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2021;82175,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2023;101121,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Tocantins;Total;-;-;2024;98643,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2015;49721,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2016;34569,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2017;31253,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2018;33184,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2019;29474,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2021;31025,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2023;35007,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Pará;Xingu;Total;-;-;2024;35353,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2015;9764,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2016;9374,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2017;11529,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2018;10497,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2019;9865,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2021;12143,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2023;7796,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Abaetetuba;Total;-;-;2024;14811,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2015;652,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2016;570,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2017;605,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2018;739,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2019;736,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2021;639,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2023;395,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Rio Capim;Abel Figueiredo;Total;-;-;2024;722,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2015;4144,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2016;3905,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2017;4279,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2018;4421,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2019;4185,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2021;4660,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2023;2623,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Tocantins;Acará;Total;-;-;2024;4771,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2015;2165,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2016;2177,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2017;2453,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2018;2425,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2019;2471,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2021;1969,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2023;342,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Afuá;Total;-;-;2024;1704,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2015;1910,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2016;2167,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2017;2048,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2018;1714,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2019;2124,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2021;2329,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2023;3090,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Araguaia;Água Azul do Norte;Total;-;-;2024;3422,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2015;2714,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2016;2439,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2017;2971,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2018;2814,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2019;2849,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2021;2637,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2023;1004,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Alenquer;Total;-;-;2024;3020,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2015;5273,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2016;4808,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2017;4004,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2018;3916,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2019;3432,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2021;4188,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2023;1839,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Baixo Amazonas;Almeirim;Total;-;-;2024;3404,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2015;30910,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2016;18806,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2017;15589,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2018;16409,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2019;15626,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2021;15211,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2023;14164,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Xingu;Altamira;Total;-;-;2024;17251,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2015;1224,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2016;137,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2017;1223,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2018;1291,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2019;1248,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2021;1553,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2023;173,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Marajó;Anajás;Total;-;-;2024;1214,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Guajará;Ananindeua;Total;-;-;2015;66636,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Guajará;Ananindeua;Total;-;-;2016;63549,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Guajará;Ananindeua;Total;-;-;2017;64764,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Guajará;Ananindeua;Total;-;-;2018;65320,000000000000
Mercado de Trabalho;Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal;Guajará;Ananindeua;Total;-;-;2019;68128,000000000000
