tema;indicador;ri;localidade;nivel1;nivel2;nivel3;ano;valor
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2016;8,30535900000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2017;8,36662800000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2018;8,54608500000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2019;8,60286500000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2020;8,69074500000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2021;8,77712400000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2022;8,12102500000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2023;8,61612000000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2024;8,66430600000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Pará;População Estimada Total;-;-;2025;8,71119600000000e+06
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2016;5,41347000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2017;5,50946000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2018;5,57913000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2019;5,66682000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2020;5,75301000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2021;5,83777000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2022;4,54710000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2023;4,77856000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2024;4,76448000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Araguaia;População Estimada Total;-;-;2025;4,76299000000000e+05
Demografia;Tabela 1 - População, Área Territorial (km²) e Densidade Demográfica;Pará;Baixo Amazonas;População Estimada Total;-;-;2016;7,15807000000000e+05
