EstadoMunicpios,VA_Agropecuria,VA_Indstria,VA_Servios_exclusive_Administrao_Pblica,VA_Administrao_Pblica,VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,24296590644.0,1.1132113318200006e+16,6474338067100003.0,3973614317000002.0,2.400972476610001e+16,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
RI Tapajós,698481696.0,1.223451958e+16,1973515568.0,1.1810996039999998e+16,5076548824999999.0,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Aveiro,49842173.0,8054968.0,12919224.0,78063767.0,148880132.0,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Itaituba,166185695.0,753354589.0,1316449665.0,486239389.0,2722229338.0,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Jacareacanga,63183856.0,290781921.0,71690996.0,182688425.0,608345198.0,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Novo Progresso,232427769.0,92440434.0,367072832.0,146115365.0,8380564.0,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Rurópolis,90007638.0,65986906.0,105318065.0,202229447.0,463542055.0,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Trairão,96834565.0,1283314.0,100064786.0,85763211.0,295495702.0,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Fonte: FAPESPA/IBGE,,,,,,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
Elaboração: FAPESPA,,,,,,11 Tapajós,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri tapajos.xlsx,Tapajós
