EstadoMunicpio,Bovino,Bubalino,Equino,Suno__total,Suno__matrizes_de_sunos,Caprino,Ovino,Galinceos__Total,Galinceos__galinhas,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,25557665.0,775075.0,499639.0,587143.0,93157.0,61762.0,284632.0,26827658.0,2955828.0,1980,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
RI Tapajós,1680778.0,1949.0,23141.0,20466.0,2195.0,2829.0,23638.0,282745.0,41369.0,0,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Aveiro,79848.0,218.0,1892.0,1835.0,532.0,185.0,1128.0,24520.0,3107.0,-,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Itaituba,388717.0,1158.0,6305.0,5500.0,680.0,1446.0,7550.0,78570.0,8642.0,-,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Jacareacanga,105818.0,49.0,590.0,870.0,138.0,30.0,558.0,25350.0,2350.0,-,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Novo Progresso,724459.0,139.0,7303.0,5175.0,270.0,432.0,6568.0,54550.0,8480.0,-,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Rurópolis,217200.0,80.0,4705.0,5536.0,510.0,632.0,5185.0,61355.0,11110.0,-,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Trairão,164736.0,305.0,2346.0,1550.0,65.0,104.0,2649.0,38400.0,7680.0,-,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Fonte: IBGE/PPM,,,,,,,,,,,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Elaboração: FAPESPA,,,,,,,,,,,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,,,,,,,,,11 Tapajós,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri tapajos.xlsx,Tapajós
