Par,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tapajós,4270.0,2.1545667447306796e+16,1.0257611241217798e+16,2416861826697892.0,6330210772833723.0,117096018735363.0,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Aveiro,177.0,0.0,6779661016949152.0,2824858757062147.0,6497175141242938.0,0.0,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Itaituba,2080.0,3.3653846153846156e+16,9278846153846152.0,2341346153846154.0,6384615384615384.0,9615384615384610.0,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Jacareacanga,698.0,1.7191977077363898e+16,1.9054441260744988e+16,3.5816618911174784e+16,4297994269340974.0,4.297994269340974e+16,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Novo Progresso,635.0,3.149606299212598e+16,1.1181102362204724e+16,2377952755905512.0,647244094488189.0,0.0,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Rurópolis,439.0,1.1389521640091116e+16,3189066059225513.0,1.0933940774487472e+16,8473804100227791.0,0.0,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Trairão,241.0,1.2448132780082988e+16,6224066390041494.0,1908713692946058.0,7344398340248964.0,0.0,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Fonte: DATASUS,,,,,,,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
Elaboração: FAPESPA,,,,,,,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,,,,11 Tapajós,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri tapajos.xlsx,Tapajós
