Par,118515,09770915074041261,17936126228747415,28677382609796226,24599417795215793,1656330422309412,870185208623381,25439817744589295,00008437750495717842,27655302109597697,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tapajós,4270.0,1.2412177985948478e+16,2.1194379391100704e+16,3.0936768149882904e+16,2449648711943794.0,1.3981264637002342e+16,6323185011709602.0,1.8266978922716628e+16,0.0,4734175328788048.0,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Aveiro,177.0,0.0,2.4293785310734464e+16,288135593220339.0,2033898305084746.0,1638418079096045.0,6214689265536723.0,3954802259887006.0,0.0,425531914893617.0,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Itaituba,2080.0,7692307692307693.0,19375.0,3.1634615384615384e+16,2.634615384615385e+16,1.4134615384615384e+16,6875000000000001.0,8653846153846154.0,0.0,6157804972921217.0,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Jacareacanga,698.0,3.0085959885386816e+16,2.521489971346705e+16,3.0802292263610316e+16,2.0487106017191976e+16,1.2893982808022924e+16,5873925501432665.0,1.7191977077363898e+16,0.0,5421825732523264.0,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Novo Progresso,635.0,1.2598425196850394e+16,1.8425196850393704e+16,3291338582677165.0,2503937007874016.0,1.3543307086614172e+16,5826771653543307.0,2.9921259842519684e+16,0.0,3.5215510159373456e+16,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Rurópolis,439.0,9111617312072892.0,2.3462414578587696e+16,2.8018223234624144e+16,2255125284738041.0,1.5717539863325742e+16,6150341685649203.0,3189066059225513.0,0.0,3945396145610278.0,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Trairão,241.0,1.6597510373443984e+16,2.614107883817428e+16,2.6970954356846476e+16,2.5311203319502076e+16,1.2033195020746888e+16,4564315352697095.0,3319502074688797.0,0.0,4840258659325181.0,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Fonte: DATASUS,,,,,,,,,,,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
Elaboração: FAPESPA,,,,,,,,,,,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,,,,,,,,11 Tapajós,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri tapajos.xlsx,Tapajós
