Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Tapajós,818,208,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,32822.0
Aveiro,23,9,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,969.0
Itaituba,676,105,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,20218.0
Jacareacanga,8,35,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,830.0
Novo Progresso,7,30,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,7406.0
Rurópolis,104,29,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,2555.0
Trairão,-,-,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,844.0
Fonte: MTE-RAIS,,,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,
Elaboração: FAPESPA,,,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,1445663,
RI Tapajós,818,208,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,3330.0
Aveiro,23,9,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,22.0
Itaituba,676,105,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,2421.0
Jacareacanga,8,35,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,55.0
Novo Progresso,7,30,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,666.0
Rurópolis,104,29,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,120.0
Trairão,-,-,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,46.0
Fonte: MTE-RAIS,,,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,
Elaboração: FAPESPA,,,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,117832,
RI Tapajós,818,208,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,99624,1850.0
Aveiro,23,9,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,99624,1.0
Itaituba,676,105,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,99624,1329.0
Jacareacanga,8,35,11 Tapajós,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri tapajos.xlsx,Tapajós,99624,16.0
