EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,8144011.0
RI Tapajós,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,155714.0
Aveiro,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,148197.0
Itaituba,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,53933.0
Jacareacanga,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,454298.0
Novo Progresso,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,271108.0
Rurópolis,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,44246.0
Trairão,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,99961.0
Fonte: INPE/PRODES,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,
Elaboração: FAPESPA,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,rea_de_Floresta_km,
Pará,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,Hidrografia_km,439279.0
RI Tapajós,11 Tapajós,34,Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos,..\..\Desktop\tabelas-powerBI\11 Tapajós\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) - 2022 (SERIE ENCERRADA) ri tapajos.xlsx,Tapajós,Hidrografia_km,24633.0
