EstadoMunicpios,PIB_R_1000,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2.5454651119799996e+16,8121025.0,3.1295764606916276e+16,1.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
RI Rio Capim,1.6965107503999996e+16,619981.0,2.73639151909494e+16,8743648073356882.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Abel Figueiredo,131077033.0,7030.0,2136197.0,6825834188208032.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Aurora do Pará,390415051.0,23774.0,1642193.0,5247333051696971.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Bujaru,688319814.0,24383.0,282295.0,9020230166787924.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Capitão Poço,900134035.0,56506.0,1592988.0,5090107303682729.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Concórdia do Pará,520831786.0,26881.0,1937546.0,6191080564210941.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Dom Eliseu,1332437358.0,58484.0,2278294.0,7279879653416436.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Garrafão do Norte,426846806.0,24703.0,1727915.0,5521242320496417.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Ipixuna do Pará,612706967.0,30329.0,2020202.0,6455192980182185.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Irituia,377734549.0,30955.0,122027.0,3899153816265361.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Mãe do Rio,48839985.0,34353.0,1421709.0,4542815993975768.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Nova Esperança do Piriá,334512049.0,20478.0,1633519.0,5219616841184309.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Ourém,279080616.0,17855.0,1563039.0,4.994410648316842e+16,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Paragominas,5308605056.0,105550.0,5029469.0,1.6070765687215394e+16,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Rondon do Pará,1083238556.0,53143.0,2038347.0,6513172071691552.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Tomé-Açu,1746482552.0,67585.0,2584127.0,8257114125369269.0,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Ulianópolis,2344285426.0,37972.0,6173721.0,1.9727017625367828e+16,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Fonte: FAPESPA/IBGE,,,,,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
Elaboração: FAPESPA,,,,,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
"NOTA:  Para o cálculo do PIB per capita de 2023, por Unidade da Federação e por Município, foi utilizada a população da publicação ‘Relação da população residente dos Municípios enviada para o TCU em 2023’",,,,,10 Rio Capim,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri rio capim.xlsx",Rio Capim
