Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Rio Capim,2199,351,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,86010.0
Abel Figueiredo,-,7,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,722.0
Aurora do Pará,-,-,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,1389.0
Bujaru,-,-,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,1509.0
Capitão Poço,75,9,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,10593.0
Concórdia do Pará,-,2,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,3957.0
Dom Eliseu,-,16,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,5827.0
Garrafão do Norte,-,-,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,3059.0
Ipixuna do Pará,238,31,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,4802.0
Irituia,4,42,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,2527.0
Mãe do Rio,4,2,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,2821.0
Nova Esperança do Piriá,-,-,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,999.0
Ourém,72,1,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,1844.0
Paragominas,1772,36,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,25659.0
Rondon do Pará,9,4,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,4582.0
Tomé-Açu,25,200,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,10529.0
Ulianópolis,-,1,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,5191.0
Fonte: MTE-RAIS,,,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,
Elaboração: FAPESPA,,,10 Rio Capim,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri rio capim.xlsx,Rio Capim,1445663,
