EstadoMunicpio,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Rio Maria,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,516353.0
Santa Maria das Barreiras,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,632899.0
Santana do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,637937.0
São Félix do Xingu,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,2519911.0
Sapucaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,169191.0
Tucumã,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,367872.0
Xinguara,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,558179.0
Fonte: IBGE/PPM,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,
Elaboração: FAPESPA,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bovino,
Pará,1980,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,775075.0
RI Araguaia,0,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,6790.0
Água Azul do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,701.0
Bannach,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,241.0
Conceição do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,373.0
Cumaru do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,205.0
Floresta do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,445.0
Ourilândia do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,501.0
Pau D'Arco,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,99.0
Redenção,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,60.0
Rio Maria,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,457.0
Santa Maria das Barreiras,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,337.0
Santana do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,136.0
São Félix do Xingu,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,2499.0
Sapucaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,89.0
Tucumã,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,223.0
Xinguara,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,424.0
Fonte: IBGE/PPM,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,
Elaboração: FAPESPA,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Bubalino,
Pará,1980,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,499639.0
RI Araguaia,0,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,95902.0
Água Azul do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,13854.0
Bannach,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,1850.0
Conceição do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,4022.0
Cumaru do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,2716.0
Floresta do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,3027.0
Ourilândia do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,5140.0
Pau D'Arco,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,469.0
Redenção,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,2342.0
Rio Maria,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,5479.0
Santa Maria das Barreiras,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,5374.0
Santana do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,5065.0
São Félix do Xingu,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,29457.0
Sapucaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,2850.0
Tucumã,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,6561.0
Xinguara,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,7696.0
Fonte: IBGE/PPM,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,
Elaboração: FAPESPA,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Equino,
Pará,1980,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,587143.0
RI Araguaia,0,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,84012.0
Água Azul do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,3520.0
Bannach,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,1450.0
Conceição do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,12210.0
Cumaru do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,2536.0
Floresta do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,8361.0
Ourilândia do Norte,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,3477.0
Pau D'Arco,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,1089.0
Redenção,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,2780.0
Rio Maria,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,7688.0
Santa Maria das Barreiras,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,3845.0
Santana do Araguaia,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,3049.0
São Félix do Xingu,-,2 Araguaia,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri araguaia.xlsx,Araguaia,Suno__total,22344.0
