Par,9274,290432,1084062,45449,148884,233792,17516,1213359,152720,21320,15601,70569,4610,96067,161718,127,2802,12167,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Ourilândia do Norte,30,770,2270,-,-,-,-,-,-,10,5,25,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,561.0
Pau D'Arco,-,-,-,-,-,-,-,-,-,-,-,-,35,746,1865,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,11700.0
Redenção,20,483,966,55,139,232,-,-,-,110,44,176,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,44400.0
Rio Maria,300,8190,24570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,8923.0
Santa Maria das Barreiras,40,966,2898,650,1625,3543,15,900,270,65,26,124,30,540,1350,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,135000.0
Santana do Araguaia,-,-,-,700,1680,2789,-,-,-,-,-,-,15,405,608,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,270000.0
São Félix do Xingu,44,1250,3750,120,160,400,-,-,-,104,74,296,125,3600,7200,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,45000.0
Sapucaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,11224.0
Tucumã,10,300,900,40,61,153,-,-,-,18,9,53,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,17200.0
Xinguara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,49150.0
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1759249,
RI Araguaia,6944,235459,931141,2375,5185,9176,15,900,270,387,200,907,1102,24620,26599,0,0,0,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,647960.0
Água Azul do Norte,-,-,-,-,-,-,-,-,-,-,-,-,18,360,900,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,28000.0
Bannach,-,-,-,-,-,-,-,-,-,-,-,-,4,86,201,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,
Conceição do Araguaia,500,13500,40163,70,84,140,-,-,-,60,24,79,25,533,1066,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,37800.0
Cumaru do Norte,-,-,-,700,1362,1771,-,-,-,20,18,154,100,2200,3850,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,89550.0
Floresta do Araguaia,6000,210000,855624,40,74,148,-,-,-,-,-,-,750,16150,9559,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,
Ourilândia do Norte,30,770,2270,-,-,-,-,-,-,10,5,25,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,617.0
Pau D'Arco,-,-,-,-,-,-,-,-,-,-,-,-,35,746,1865,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,8541.0
Redenção,20,483,966,55,139,232,-,-,-,110,44,176,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,37000.0
Rio Maria,300,8190,24570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,8923.0
Santa Maria das Barreiras,40,966,2898,650,1625,3543,15,900,270,65,26,124,30,540,1350,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,112455.0
Santana do Araguaia,-,-,-,700,1680,2789,-,-,-,-,-,-,15,405,608,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,202500.0
São Félix do Xingu,44,1250,3750,120,160,400,-,-,-,104,74,296,125,3600,7200,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,45000.0
Sapucaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,11224.0
Tucumã,10,300,900,40,61,153,-,-,-,18,9,53,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,17200.0
Xinguara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,49150.0
Fonte: IBGE/PAM,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,
Nota: A quantidade produzida de abacaxi é expressa em mil frutos,,,,,,,,,,,,,,,,,,,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1562172,
RI Araguaia,6944,235459,931141,2375,5185,9176,15,900,270,387,200,907,1102,24620,26599,0,0,0,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,387461.0
Água Azul do Norte,-,-,-,-,-,-,-,-,-,-,-,-,18,360,900,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,1100.0
Bannach,-,-,-,-,-,-,-,-,-,-,-,-,4,86,201,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,2097.0
Conceição do Araguaia,500,13500,40163,70,84,140,-,-,-,60,24,79,25,533,1066,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,20910.0
Cumaru do Norte,-,-,-,700,1362,1771,-,-,-,20,18,154,100,2200,3850,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,50000.0
Floresta do Araguaia,6000,210000,855624,40,74,148,-,-,-,-,-,-,750,16150,9559,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,10000.0
Ourilândia do Norte,30,770,2270,-,-,-,-,-,-,10,5,25,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,
Pau D'Arco,-,-,-,-,-,-,-,-,-,-,-,-,35,746,1865,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,5000.0
Redenção,20,483,966,55,139,232,-,-,-,110,44,176,-,-,-,-,-,-,2 Araguaia,44,"Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia",20,"Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 44 - Área colhida (Hectares), Quantidade Produzida (Toneladas) e Valor (Mil Reais) da Produção por Tipo de Lavoura Temporária - 2024 ri araguaia.xlsx",Araguaia,1192224,11603.0
