EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,5873641911584.0
RI Araguaia,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,3.11656174269e+16
Água Azul do Norte,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,1394078084.0
Bannach,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,4585640255.0
Conceição do Araguaia,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,22360394823.0
Cumaru do Norte,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,12061275409.0
Floresta do Araguaia,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,11985262282.0
Ourilândia do Norte,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,25793385973.0
Pau D'Arco,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,6151572741.0
Redenção,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,48606740267.0
Rio Maria,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,11323491705.0
Santa Maria das Barreiras,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,13440063399.0
Santana do Araguaia,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,36058586265.0
São Félix do Xingu,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,45020117404.0
Sapucaia,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,6512213971.0
Tucumã,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,26192523801.0
Xinguara,2 Araguaia,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri araguaia.xlsx",Araguaia,Receita_Oramentria,27624125134.0
