Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Araguaia,47753.0,10092.0,37661.0,6.100060185e+16,1634417568.0,4465642617.0,79309163727.0,21060433354.0,58248730373.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Água Azul do Norte,952.0,116.0,836.0,121544487.0,17514494.0,104029993.0,1576609898.0,225043889.0,1351566009.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Bannach,171.0,27.0,144.0,21678352.0,3861106.0,17817246.0,278608275.0,4.5835523e+16,232772752.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Conceição do Araguaia,8290.0,2038.0,6252.0,1078670951.0,342750079.0,735920872.0,14183557554.0,4.525746984e+16,965781057.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Cumaru do Norte,409.0,34.0,375.0,4.6909222e+16,5186202.0,4172302.0,598364341.0,594025.0,538961841.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Floresta do Araguaia,1331.0,122.0,1209.0,156618569.0,17373537.0,139245032.0,2026423992.0,213070787.0,1813353205.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Ourilândia do Norte,2953.0,601.0,2352.0,3.74362176e+16,99117926.0,27524425.0,4.754234584e+16,1259799056.0,3494435528.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Pau D'Arco,551.0,70.0,481.0,66993092.0,9966865.0,57026227.0,881051955.0,128381008.0,752670947.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Redenção,11449.0,3119.0,8330.0,1469781197.0,491796607.0,97798459.0,19152201119.0,6371165448.0,12781035671.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
Rio Maria,2980.0,540.0,2440.0,384327312.0,89699477.0,294627835.0,5036124067.0,1145682713.0,3890441354.0,2 Araguaia,29,Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri araguaia.xlsx,Araguaia
