EstadoMunicpio,Taxa_de_Mortalidade_Infantil,Taxa_de_Mortalidade_em_Menores_que_05_Anos,Taxa_de_Mortalidade_Materna,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1524701514576214.0,1.8503986837109224e+16,7593975446146058.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
RI Araguaia,1.5327317003294656e+16,186219739292365.0,1.1459676264145538e+16,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Água Azul do Norte,1941747572815534.0,1941747572815534.0,4.8543689320388344e+16,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Bannach,2.040816326530612e+16,2.040816326530612e+16,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Conceição do Araguaia,1.6207455429497568e+16,1.6207455429497568e+16,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Cumaru do Norte,189873417721519.0,3.164556962025317e+16,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Floresta do Araguaia,974025974025974.0,1.2987012987012988e+16,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Ourilândia do Norte,1335559265442404.0,1335559265442404.0,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Pau D'Arco,1851851851851852.0,1851851851851852.0,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Redenção,1.5696533682145192e+16,1962066710268149.0,1.3080444735120994e+16,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Rio Maria,16.0,24.0,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Santa Maria das Barreiras,1.5463917525773196e+16,1.5463917525773196e+16,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Santana do Araguaia,208.0,24.0,160.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
São Félix do Xingu,1.2738853503184714e+16,1.804670912951168e+16,3.1847133757961784e+16,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Sapucaia,2.6666666666666668e+16,40.0,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Tucumã,2.0761245674740484e+16,2249134948096886.0,0.0,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Xinguara,8075370121130552.0,1.2113055181695828e+16,1.3458950201884252e+16,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Fonte: DATASUS,,,,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
Elaboração: FAPESPA,,,,2 Araguaia,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia","..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri araguaia.xlsx",Araguaia
