Par,13678533514398037,4142176095852846,5848120491077079,009703413070075517,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Araguaia,1465217610316341.0,2529723535310128.0,7460249247958745.0,1.002721673112734e+16,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Água Azul do Norte,1.1469933184855232e+16,2.4271844660194176e+16,7572815533980582.0,0.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Bannach,1.1523988711194732e+16,1.4285714285714284e+16,8571428571428571.0,0.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Conceição do Araguaia,1.3100065818807192e+16,2544570502431118.0,7423014586709886.0,3241491085899514.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Cumaru do Norte,1057775992501841.0,3.670886075949368e+16,6329113924050633.0,0.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Floresta do Araguaia,1.6590358200915702e+16,1.9480519480519484e+16,8051948051948052.0,0.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Ourilândia do Norte,1.7160865205557944e+16,2270450751252087.0,7712854757929884.0,1669449081803005.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Pau D'Arco,1.4802631578947368e+16,1.944444444444445e+16,8055555555555556.0,0.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Redenção,1.6629145050953266e+16,1458469587965991.0,854153041203401.0,0.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
Rio Maria,1.306916200533222e+16,10.0,90.0,0.0,2 Araguaia,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri araguaia.xlsx,Araguaia
