Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Araguaia,2335,255,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,79533.0
Água Azul do Norte,600,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,3422.0
Bannach,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,612.0
Conceição do Araguaia,13,15,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,4248.0
Cumaru do Norte,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,2204.0
Floresta do Araguaia,53,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,2641.0
Ourilândia do Norte,1062,4,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,5850.0
Pau D'Arco,-,47,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,706.0
Redenção,54,88,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,19276.0
Rio Maria,10,40,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,4454.0
Santa Maria das Barreiras,87,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,4356.0
Santana do Araguaia,45,8,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,6163.0
São Félix do Xingu,23,5,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,7344.0
Sapucaia,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,989.0
Tucumã,344,15,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,5651.0
Xinguara,44,33,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,11617.0
Fonte: MTE-RAIS,,,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,
Elaboração: FAPESPA,,,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,1445663,
RI Araguaia,2335,255,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,10586.0
Água Azul do Norte,600,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,1265.0
Bannach,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,2.0
Conceição do Araguaia,13,15,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,263.0
Cumaru do Norte,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,1.0
Floresta do Araguaia,53,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,32.0
Ourilândia do Norte,1062,4,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,427.0
Pau D'Arco,-,47,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,38.0
Redenção,54,88,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,1742.0
Rio Maria,10,40,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,1106.0
Santa Maria das Barreiras,87,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,315.0
Santana do Araguaia,45,8,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,1029.0
São Félix do Xingu,23,5,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,750.0
Sapucaia,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,69.0
Tucumã,344,15,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,615.0
Xinguara,44,33,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,2932.0
Fonte: MTE-RAIS,,,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,
Elaboração: FAPESPA,,,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,117832,
RI Araguaia,2335,255,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,3154.0
Água Azul do Norte,600,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,12.0
Bannach,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,3.0
Conceição do Araguaia,13,15,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,65.0
Cumaru do Norte,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,30.0
Floresta do Araguaia,53,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,1.0
Ourilândia do Norte,1062,4,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,940.0
Pau D'Arco,-,47,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,2.0
Redenção,54,88,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,1064.0
Rio Maria,10,40,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,45.0
Santa Maria das Barreiras,87,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,2.0
Santana do Araguaia,45,8,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,78.0
São Félix do Xingu,23,5,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,289.0
Sapucaia,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,4.0
Tucumã,344,15,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,518.0
Xinguara,44,33,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,101.0
