Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Fonte: MTE-RAIS,,,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,
Elaboração: FAPESPA,,,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,99624,
RI Araguaia,2335,255,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,14802.0
Água Azul do Norte,600,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,187.0
Bannach,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,43.0
Conceição do Araguaia,13,15,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,1376.0
Cumaru do Norte,-,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,61.0
Floresta do Araguaia,53,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,277.0
Ourilândia do Norte,1062,4,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,667.0
Pau D'Arco,-,47,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,43.0
Redenção,54,88,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,4793.0
Rio Maria,10,40,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,446.0
Santa Maria das Barreiras,87,-,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,197.0
Santana do Araguaia,45,8,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,1120.0
São Félix do Xingu,23,5,2 Araguaia,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri araguaia.xlsx,Araguaia,261547,880.0
